Team,Opponent,Season,State,Game_Type,Venue,Venue_City,Month,Date,Team_Score,Opponent_Score,Win,Result
Gold Coast,St Kilda,2023,QLD,Away,Docklands,Melbourne,April,2023-04-08 19:30,60,113,0,L
Essendon,Greater Western Sydney,2023,VIC,Home,Docklands,Melbourne,April,2023-04-09 14:10,88,75,1,W
Greater Western Sydney,Essendon,2023,NSW,Away,Docklands,Melbourne,April,2023-04-09 14:10,75,88,0,L
West Coast,Melbourne,2023,WA,Home,Perth Stadium,Perth,April,2023-04-09 15:20,63,126,0,L
Melbourne,West Coast,2023,VIC,Away,Perth Stadium,Perth,April,2023-04-09 15:20,126,63,1,W
Geelong,Hawthorn,2023,VIC,Home,M.C.G.,Melbourne,April,2023-04-10 15:20,127,45,1,W
Hawthorn,Geelong,2023,VIC,Away,M.C.G.,Melbourne,April,2023-04-10 15:20,45,127,0,L
Adelaide,Carlton,2023,SA,Home,Adelaide Oval,Adelaide,April,2023-04-13 19:10,118,62,1,W
Carlton,Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,April,2023-04-13 19:10,62,118,0,L
Fremantle,Gold Coast,2023,WA,Home,Norwood Oval,Adelaide,April,2023-04-14 16:40,100,90,1,W
Gold Coast,Fremantle,2023,QLD,Away,Norwood Oval,Adelaide,April,2023-04-14 16:40,90,100,0,L
Richmond,Sydney,2023,VIC,Home,Adelaide Oval,Adelaide,April,2023-04-14 19:40,78,122,0,L
Sydney,Richmond,2023,NSW,Away,Adelaide Oval,Adelaide,April,2023-04-14 19:40,122,78,1,W
Brisbane Lions,North Melbourne,2023,QLD,Home,Summit Sports Park,,April,2023-04-15 12:40,152,77,1,W
North Melbourne,Brisbane Lions,2023,VIC,Away,Summit Sports Park,,April,2023-04-15 12:40,77,152,0,L
Essendon,Melbourne,2023,VIC,Home,Adelaide Oval,Adelaide,April,2023-04-15 15:40,104,77,1,W
Melbourne,Essendon,2023,VIC,Away,Adelaide Oval,Adelaide,April,2023-04-15 15:40,77,104,0,L
Port Adelaide,Western Bulldogs,2023,SA,Home,Adelaide Oval,Adelaide,April,2023-04-15 19:20,70,56,1,W
Western Bulldogs,Port Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,April,2023-04-15 19:20,56,70,0,L
Geelong,West Coast,2023,VIC,Home,Adelaide Oval,Adelaide,April,2023-04-16 12:40,136,89,1,W
West Coast,Geelong,2023,WA,Away,Adelaide Oval,Adelaide,April,2023-04-16 12:40,89,136,0,L
Greater Western Sydney,Hawthorn,2023,NSW,Home,Norwood Oval,Adelaide,April,2023-04-16 14:50,77,75,1,W
Hawthorn,Greater Western Sydney,2023,VIC,Away,Norwood Oval,Adelaide,April,2023-04-16 14:50,75,77,0,L
Collingwood,St Kilda,2023,VIC,Home,Adelaide Oval,Adelaide,April,2023-04-16 16:20,70,64,1,W
St Kilda,Collingwood,2023,VIC,Away,Adelaide Oval,Adelaide,April,2023-04-16 16:20,64,70,0,L
Fremantle,Western Bulldogs,2023,WA,Home,Perth Stadium,Perth,April,2023-04-21 18:10,69,118,0,L
Western Bulldogs,Fremantle,2023,VIC,Away,Perth Stadium,Perth,April,2023-04-21 18:10,118,69,1,W
Port Adelaide,West Coast,2023,SA,Home,Adelaide Oval,Adelaide,April,2023-04-22 13:15,109,69,1,W
West Coast,Port Adelaide,2023,WA,Away,Adelaide Oval,Adelaide,April,2023-04-22 13:15,69,109,0,L
Greater Western Sydney,Brisbane Lions,2023,NSW,Home,Manuka Oval,Canberra,April,2023-04-22 16:35,87,108,0,L
Brisbane Lions,Greater Western Sydney,2023,QLD,Away,Manuka Oval,Canberra,April,2023-04-22 16:35,108,87,1,W
Geelong,Sydney,2023,VIC,Home,Kardinia Park,Geelong,April,2023-04-22 19:25,130,37,1,W
Sydney,Geelong,2023,NSW,Away,Kardinia Park,Geelong,April,2023-04-22 19:25,37,130,0,L
Hawthorn,Adelaide,2023,VIC,Home,York Park,Launceston,April,2023-04-23 13:10,76,79,0,L
Adelaide,Hawthorn,2023,SA,Away,York Park,Launceston,April,2023-04-23 13:10,79,76,1,W
Carlton,St Kilda,2023,VIC,Home,Docklands,Melbourne,April,2023-04-23 15:20,60,82,0,L
St Kilda,Carlton,2023,VIC,Away,Docklands,Melbourne,April,2023-04-23 15:20,82,60,1,W
Gold Coast,North Melbourne,2023,QLD,Home,Carrara,Gold Coast,April,2023-04-23 16:40,97,54,1,W
North Melbourne,Gold Coast,2023,VIC,Away,Carrara,Gold Coast,April,2023-04-23 16:40,54,97,0,L
Melbourne,Richmond,2023,VIC,Home,M.C.G.,Melbourne,April,2023-04-24 19:25,96,78,1,W
Richmond,Melbourne,2023,VIC,Away,M.C.G.,Melbourne,April,2023-04-24 19:25,78,96,0,L
Collingwood,Essendon,2023,VIC,Home,M.C.G.,Melbourne,April,2023-04-25 15:20,90,77,1,W
Essendon,Collingwood,2023,VIC,Away,M.C.G.,Melbourne,April,2023-04-25 15:20,77,90,0,L
St Kilda,Port Adelaide,2023,VIC,Home,Docklands,Melbourne,April,2023-04-28 19:50,76,83,0,L
Port Adelaide,St Kilda,2023,SA,Away,Docklands,Melbourne,April,2023-04-28 19:50,83,76,1,W
Brisbane Lions,Fremantle,2023,QLD,Home,Gabba,Brisbane,April,2023-04-29 13:45,115,67,1,W
Fremantle,Brisbane Lions,2023,WA,Away,Gabba,Brisbane,April,2023-04-29 13:45,67,115,0,L
Sydney,Greater Western Sydney,2023,NSW,Home,S.C.G.,Sydney,April,2023-04-29 14:10,106,107,0,L
Greater Western Sydney,Sydney,2023,NSW,Away,S.C.G.,Sydney,April,2023-04-29 14:10,107,106,1,W
Western Bulldogs,Hawthorn,2023,VIC,Home,Docklands,Melbourne,April,2023-04-29 16:35,94,65,1,W
Hawthorn,Western Bulldogs,2023,VIC,Away,Docklands,Melbourne,April,2023-04-29 16:35,65,94,0,L
Melbourne,North Melbourne,2023,VIC,Home,M.C.G.,Melbourne,April,2023-04-29 19:25,139,49,1,W
North Melbourne,Melbourne,2023,VIC,Away,M.C.G.,Melbourne,April,2023-04-29 19:25,49,139,0,L
West Coast,Carlton,2023,WA,Home,Perth Stadium,Perth,April,2023-04-29 17:30,44,152,0,L
Carlton,West Coast,2023,VIC,Away,Perth Stadium,Perth,April,2023-04-29 17:30,152,44,1,W
Essendon,Geelong,2023,VIC,Home,M.C.G.,Melbourne,April,2023-04-30 13:10,104,132,0,L
Geelong,Essendon,2023,VIC,Away,M.C.G.,Melbourne,April,2023-04-30 13:10,132,104,1,W
Richmond,Gold Coast,2023,VIC,Home,Docklands,Melbourne,April,2023-04-30 15:20,48,72,0,L
Gold Coast,Richmond,2023,QLD,Away,Docklands,Melbourne,April,2023-04-30 15:20,72,48,1,W
Adelaide,Collingwood,2023,SA,Home,Adelaide Oval,Adelaide,April,2023-04-30 16:10,58,59,0,L
Collingwood,Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,April,2023-04-30 16:10,59,58,1,W
Carlton,Brisbane Lions,2023,VIC,Home,Docklands,Melbourne,May,2023-05-05 19:50,74,100,0,L
Brisbane Lions,Carlton,2023,QLD,Away,Docklands,Melbourne,May,2023-05-05 19:50,100,74,1,W
Richmond,West Coast,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-06 13:45,104,58,1,W
West Coast,Richmond,2023,WA,Away,M.C.G.,Melbourne,May,2023-05-06 13:45,58,104,0,L
Geelong,Adelaide,2023,VIC,Home,Kardinia Park,Geelong,May,2023-05-06 14:10,98,72,1,W
Adelaide,Geelong,2023,SA,Away,Kardinia Park,Geelong,May,2023-05-06 14:10,72,98,0,L
Gold Coast,Melbourne,2023,QLD,Home,Carrara,Gold Coast,May,2023-05-06 16:35,85,90,0,L
Melbourne,Gold Coast,2023,VIC,Away,Carrara,Gold Coast,May,2023-05-06 16:35,90,85,1,W
Fremantle,Hawthorn,2023,WA,Home,Perth Stadium,Perth,May,2023-05-06 17:30,117,48,1,W
Hawthorn,Fremantle,2023,VIC,Away,Perth Stadium,Perth,May,2023-05-06 17:30,48,117,0,L
Greater Western Sydney,Western Bulldogs,2023,NSW,Home,Manuka Oval,Canberra,May,2023-05-06 19:30,71,86,0,L
Western Bulldogs,Greater Western Sydney,2023,VIC,Away,Manuka Oval,Canberra,May,2023-05-06 19:30,86,71,1,W
Port Adelaide,Essendon,2023,SA,Home,Adelaide Oval,Adelaide,May,2023-05-07 12:40,92,87,1,W
Essendon,Port Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,May,2023-05-07 12:40,87,92,0,L
Collingwood,Sydney,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-07 15:20,77,48,1,W
Sydney,Collingwood,2023,NSW,Away,M.C.G.,Melbourne,May,2023-05-07 15:20,48,77,0,L
North Melbourne,St Kilda,2023,VIC,Home,Docklands,Melbourne,May,2023-05-07 16:40,34,64,0,L
St Kilda,North Melbourne,2023,VIC,Away,Docklands,Melbourne,May,2023-05-07 16:40,64,34,1,W
Richmond,Geelong,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-12 19:20,102,78,1,W
Geelong,Richmond,2023,VIC,Away,M.C.G.,Melbourne,May,2023-05-12 19:20,78,102,0,L
West Coast,Gold Coast,2023,WA,Home,Perth Stadium,Perth,May,2023-05-12 18:40,43,113,0,L
Gold Coast,West Coast,2023,QLD,Away,Perth Stadium,Perth,May,2023-05-12 18:40,113,43,1,W
Sydney,Fremantle,2023,NSW,Home,S.C.G.,Sydney,May,2023-05-13 13:45,86,103,0,L
Fremantle,Sydney,2023,WA,Away,S.C.G.,Sydney,May,2023-05-13 13:45,103,86,1,W
North Melbourne,Port Adelaide,2023,VIC,Home,Bellerive Oval,Hobart,May,2023-05-13 14:10,65,135,0,L
Port Adelaide,North Melbourne,2023,SA,Away,Bellerive Oval,Hobart,May,2023-05-13 14:10,135,65,1,W
Hawthorn,Melbourne,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-13 16:35,49,103,0,L
Melbourne,Hawthorn,2023,VIC,Away,M.C.G.,Melbourne,May,2023-05-13 16:35,103,49,1,W
Brisbane Lions,Essendon,2023,QLD,Home,Gabba,Brisbane,May,2023-05-13 19:25,87,45,1,W
Essendon,Brisbane Lions,2023,VIC,Away,Gabba,Brisbane,May,2023-05-13 19:25,45,87,0,L
Carlton,Western Bulldogs,2023,VIC,Home,Docklands,Melbourne,May,2023-05-13 19:30,59,79,0,L
Western Bulldogs,Carlton,2023,VIC,Away,Docklands,Melbourne,May,2023-05-13 19:30,79,59,1,W
Adelaide,St Kilda,2023,SA,Home,Adelaide Oval,Adelaide,May,2023-05-14 12:40,121,69,1,W
St Kilda,Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,May,2023-05-14 12:40,69,121,0,L
Collingwood,Greater Western Sydney,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-14 16:40,120,55,1,W
Greater Western Sydney,Collingwood,2023,NSW,Away,M.C.G.,Melbourne,May,2023-05-14 16:40,55,120,0,L
Port Adelaide,Melbourne,2023,SA,Home,Adelaide Oval,Adelaide,May,2023-05-19 19:20,80,76,1,W
Melbourne,Port Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,May,2023-05-19 19:20,76,80,0,L
North Melbourne,Sydney,2023,VIC,Home,Docklands,Melbourne,May,2023-05-20 13:45,90,93,0,L
Sydney,North Melbourne,2023,NSW,Away,Docklands,Melbourne,May,2023-05-20 13:45,93,90,1,W
Western Bulldogs,Adelaide,2023,VIC,Home,Eureka Stadium,Ballarat,May,2023-05-20 14:10,85,40,1,W
Adelaide,Western Bulldogs,2023,SA,Away,Eureka Stadium,Ballarat,May,2023-05-20 14:10,40,85,0,L
Fremantle,Geelong,2023,WA,Home,Perth Stadium,Perth,May,2023-05-20 14:35,106,77,1,W
Geelong,Fremantle,2023,VIC,Away,Perth Stadium,Perth,May,2023-05-20 14:35,77,106,0,L
Brisbane Lions,Gold Coast,2023,QLD,Home,Gabba,Brisbane,May,2023-05-20 19:30,107,64,1,W
Gold Coast,Brisbane Lions,2023,QLD,Away,Gabba,Brisbane,May,2023-05-20 19:30,64,107,0,L
Essendon,Richmond,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-20 19:40,71,70,1,W
Richmond,Essendon,2023,VIC,Away,M.C.G.,Melbourne,May,2023-05-20 19:40,70,71,0,L
Hawthorn,West Coast,2023,VIC,Home,York Park,Launceston,May,2023-05-21 13:10,142,26,1,W
West Coast,Hawthorn,2023,WA,Away,York Park,Launceston,May,2023-05-21 13:10,26,142,0,L
Carlton,Collingwood,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-21 15:20,57,85,0,L
Collingwood,Carlton,2023,VIC,Away,M.C.G.,Melbourne,May,2023-05-21 15:20,85,57,1,W
Greater Western Sydney,St Kilda,2023,NSW,Home,Sydney Showground,Sydney,May,2023-05-21 16:40,80,92,0,L
St Kilda,Greater Western Sydney,2023,VIC,Away,Sydney Showground,Sydney,May,2023-05-21 16:40,92,80,1,W
Sydney,Carlton,2023,NSW,Home,S.C.G.,Sydney,May,2023-05-26 19:50,77,51,1,W
Carlton,Sydney,2023,VIC,Away,S.C.G.,Sydney,May,2023-05-26 19:50,51,77,0,L
St Kilda,Hawthorn,2023,VIC,Home,Docklands,Melbourne,May,2023-05-27 13:45,78,88,0,L
Hawthorn,St Kilda,2023,VIC,Away,Docklands,Melbourne,May,2023-05-27 13:45,88,78,1,W
Melbourne,Fremantle,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-27 14:10,72,79,0,L
Fremantle,Melbourne,2023,WA,Away,M.C.G.,Melbourne,May,2023-05-27 14:10,79,72,1,W
Geelong,Greater Western Sydney,2023,VIC,Home,Kardinia Park,Geelong,May,2023-05-27 16:35,74,81,0,L
Greater Western Sydney,Geelong,2023,NSW,Away,Kardinia Park,Geelong,May,2023-05-27 16:35,81,74,1,W
Gold Coast,Western Bulldogs,2023,QLD,Home,Marrara Oval,Darwin,May,2023-05-27 18:55,84,77,1,W
Western Bulldogs,Gold Coast,2023,VIC,Away,Marrara Oval,Darwin,May,2023-05-27 18:55,77,84,0,L
West Coast,Essendon,2023,WA,Home,Perth Stadium,Perth,May,2023-05-27 17:40,46,96,0,L
Essendon,West Coast,2023,VIC,Away,Perth Stadium,Perth,May,2023-05-27 17:40,96,46,1,W
Richmond,Port Adelaide,2023,VIC,Home,M.C.G.,Melbourne,May,2023-05-28 13:10,67,77,0,L
Port Adelaide,Richmond,2023,SA,Away,M.C.G.,Melbourne,May,2023-05-28 13:10,77,67,1,W
Collingwood,North Melbourne,2023,VIC,Home,Docklands,Melbourne,May,2023-05-28 15:20,105,70,1,W
North Melbourne,Collingwood,2023,VIC,Away,Docklands,Melbourne,May,2023-05-28 15:20,70,105,0,L
Adelaide,Brisbane Lions,2023,SA,Home,Adelaide Oval,Adelaide,May,2023-05-28 16:10,95,78,1,W
Brisbane Lions,Adelaide,2023,QLD,Away,Adelaide Oval,Adelaide,May,2023-05-28 16:10,78,95,0,L
Melbourne,Carlton,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-02 19:50,61,44,1,W
Carlton,Melbourne,2023,VIC,Away,M.C.G.,Melbourne,June,2023-06-02 19:50,44,61,0,L
Port Adelaide,Hawthorn,2023,SA,Home,Adelaide Oval,Adelaide,June,2023-06-03 13:15,151,96,1,W
Hawthorn,Port Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,June,2023-06-03 13:15,96,151,0,L
West Coast,Collingwood,2023,WA,Home,Perth Stadium,Perth,June,2023-06-03 14:35,57,120,0,L
Collingwood,West Coast,2023,VIC,Away,Perth Stadium,Perth,June,2023-06-03 14:35,120,57,1,W
Western Bulldogs,Geelong,2023,VIC,Home,Docklands,Melbourne,June,2023-06-03 19:25,75,97,0,L
Geelong,Western Bulldogs,2023,VIC,Away,Docklands,Melbourne,June,2023-06-03 19:25,97,75,1,W
Gold Coast,Adelaide,2023,QLD,Home,Marrara Oval,Darwin,June,2023-06-03 19:00,112,87,1,W
Adelaide,Gold Coast,2023,SA,Away,Marrara Oval,Darwin,June,2023-06-03 19:00,87,112,0,L
Greater Western Sydney,Richmond,2023,NSW,Home,Sydney Showground,Sydney,June,2023-06-04 13:10,104,110,0,L
Richmond,Greater Western Sydney,2023,VIC,Away,Sydney Showground,Sydney,June,2023-06-04 13:10,110,104,1,W
Essendon,North Melbourne,2023,VIC,Home,Docklands,Melbourne,June,2023-06-04 16:40,105,99,1,W
North Melbourne,Essendon,2023,VIC,Away,Docklands,Melbourne,June,2023-06-04 16:40,99,105,0,L
Sydney,St Kilda,2023,NSW,Home,S.C.G.,Sydney,June,2023-06-08 19:10,66,80,0,L
St Kilda,Sydney,2023,VIC,Away,S.C.G.,Sydney,June,2023-06-08 19:10,80,66,1,W
Western Bulldogs,Port Adelaide,2023,VIC,Home,Docklands,Melbourne,June,2023-06-09 19:50,85,107,0,L
Port Adelaide,Western Bulldogs,2023,SA,Away,Docklands,Melbourne,June,2023-06-09 19:50,107,85,1,W
Hawthorn,Brisbane Lions,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-10 13:45,98,73,1,W
Brisbane Lions,Hawthorn,2023,QLD,Away,M.C.G.,Melbourne,June,2023-06-10 13:45,73,98,0,L
Adelaide,West Coast,2023,SA,Home,Adelaide Oval,Adelaide,June,2023-06-10 16:05,174,52,1,W
West Coast,Adelaide,2023,WA,Away,Adelaide Oval,Adelaide,June,2023-06-10 16:05,52,174,0,L
Fremantle,Richmond,2023,WA,Home,Perth Stadium,Perth,June,2023-06-10 17:25,70,85,0,L
Richmond,Fremantle,2023,VIC,Away,Perth Stadium,Perth,June,2023-06-10 17:25,85,70,1,W
North Melbourne,Greater Western Sydney,2023,VIC,Home,Bellerive Oval,Hobart,June,2023-06-11 15:20,75,103,0,L
Greater Western Sydney,North Melbourne,2023,NSW,Away,Bellerive Oval,Hobart,June,2023-06-11 15:20,103,75,1,W
Carlton,Essendon,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-11 19:15,52,86,0,L
Essendon,Carlton,2023,VIC,Away,M.C.G.,Melbourne,June,2023-06-11 19:15,86,52,1,W
Melbourne,Collingwood,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-12 15:20,66,62,1,W
Collingwood,Melbourne,2023,VIC,Away,M.C.G.,Melbourne,June,2023-06-12 15:20,62,66,0,L
Port Adelaide,Geelong,2023,SA,Home,Adelaide Oval,Adelaide,June,2023-06-15 19:10,110,72,1,W
Geelong,Port Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,June,2023-06-15 19:10,72,110,0,L
Brisbane Lions,Sydney,2023,QLD,Home,Gabba,Brisbane,June,2023-06-16 19:50,97,81,1,W
Sydney,Brisbane Lions,2023,NSW,Away,Gabba,Brisbane,June,2023-06-16 19:50,81,97,0,L
Greater Western Sydney,Fremantle,2023,NSW,Home,Sydney Showground,Sydney,June,2023-06-17 16:35,106,36,1,W
Fremantle,Greater Western Sydney,2023,WA,Away,Sydney Showground,Sydney,June,2023-06-17 16:35,36,106,0,L
Richmond,St Kilda,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-17 19:25,90,70,1,W
St Kilda,Richmond,2023,VIC,Away,M.C.G.,Melbourne,June,2023-06-17 19:25,70,90,0,L
Carlton,Gold Coast,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-18 13:10,120,61,1,W
Gold Coast,Carlton,2023,QLD,Away,M.C.G.,Melbourne,June,2023-06-18 13:10,61,120,0,L
North Melbourne,Western Bulldogs,2023,VIC,Home,Docklands,Melbourne,June,2023-06-18 16:40,84,105,0,L
Western Bulldogs,North Melbourne,2023,VIC,Away,Docklands,Melbourne,June,2023-06-18 16:40,105,84,1,W
Geelong,Melbourne,2023,VIC,Home,Kardinia Park,Geelong,June,2023-06-22 19:20,78,63,1,W
Melbourne,Geelong,2023,VIC,Away,Kardinia Park,Geelong,June,2023-06-22 19:20,63,78,0,L
St Kilda,Brisbane Lions,2023,VIC,Home,Docklands,Melbourne,June,2023-06-23 19:50,56,84,0,L
Brisbane Lions,St Kilda,2023,QLD,Away,Docklands,Melbourne,June,2023-06-23 19:50,84,56,1,W
Sydney,West Coast,2023,NSW,Home,S.C.G.,Sydney,June,2023-06-24 16:35,205,34,1,W
West Coast,Sydney,2023,WA,Away,S.C.G.,Sydney,June,2023-06-24 16:35,34,205,0,L
Fremantle,Essendon,2023,WA,Home,Perth Stadium,Perth,June,2023-06-24 17:25,93,61,1,W
Essendon,Fremantle,2023,VIC,Away,Perth Stadium,Perth,June,2023-06-24 17:25,61,93,0,L
Collingwood,Adelaide,2023,VIC,Home,M.C.G.,Melbourne,June,2023-06-25 13:10,82,80,1,W
Adelaide,Collingwood,2023,SA,Away,M.C.G.,Melbourne,June,2023-06-25 13:10,80,82,0,L
Gold Coast,Hawthorn,2023,QLD,Home,Carrara,Gold Coast,June,2023-06-25 16:40,101,34,1,W
Hawthorn,Gold Coast,2023,VIC,Away,Carrara,Gold Coast,June,2023-06-25 16:40,34,101,0,L
Brisbane Lions,Richmond,2023,QLD,Home,Gabba,Brisbane,June,2023-06-29 19:20,134,53,1,W
Richmond,Brisbane Lions,2023,VIC,Away,Gabba,Brisbane,June,2023-06-29 19:20,53,134,0,L
Sydney,Geelong,2023,NSW,Home,S.C.G.,Sydney,June,2023-06-30 19:50,54,54,0,D
Geelong,Sydney,2023,VIC,Away,S.C.G.,Sydney,June,2023-06-30 19:50,54,54,0,D
Adelaide,North Melbourne,2023,SA,Home,Adelaide Oval,Adelaide,July,2023-07-01 13:15,138,72,1,W
North Melbourne,Adelaide,2023,VIC,Away,Adelaide Oval,Adelaide,July,2023-07-01 13:15,72,138,0,L
Western Bulldogs,Fremantle,2023,VIC,Home,Docklands,Melbourne,July,2023-07-01 13:45,102,73,1,W
Fremantle,Western Bulldogs,2023,WA,Away,Docklands,Melbourne,July,2023-07-01 13:45,73,102,0,L
Gold Coast,Collingwood,2023,QLD,Home,Carrara,Gold Coast,July,2023-07-01 16:35,42,120,0,L
Collingwood,Gold Coast,2023,VIC,Away,Carrara,Gold Coast,July,2023-07-01 16:35,120,42,1,W
Essendon,Port Adelaide,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-01 19:25,74,78,0,L
Port Adelaide,Essendon,2023,SA,Away,M.C.G.,Melbourne,July,2023-07-01 19:25,78,74,1,W
Hawthorn,Carlton,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-02 13:10,52,112,0,L
Carlton,Hawthorn,2023,VIC,Away,M.C.G.,Melbourne,July,2023-07-02 13:10,112,52,1,W
Melbourne,Greater Western Sydney,2023,VIC,Home,Traeger Park,Alice Springs,July,2023-07-02 14:50,45,47,0,L
Greater Western Sydney,Melbourne,2023,NSW,Away,Traeger Park,Alice Springs,July,2023-07-02 14:50,47,45,1,W
West Coast,St Kilda,2023,WA,Home,Perth Stadium,Perth,July,2023-07-02 14:40,77,85,0,L
St Kilda,West Coast,2023,VIC,Away,Perth Stadium,Perth,July,2023-07-02 14:40,85,77,1,W
Richmond,Sydney,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-06 19:20,88,75,1,W
Sydney,Richmond,2023,NSW,Away,M.C.G.,Melbourne,July,2023-07-06 19:20,75,88,0,L
Western Bulldogs,Collingwood,2023,VIC,Home,Docklands,Melbourne,July,2023-07-07 19:50,77,89,0,L
Collingwood,Western Bulldogs,2023,VIC,Away,Docklands,Melbourne,July,2023-07-07 19:50,89,77,1,W
Brisbane Lions,West Coast,2023,QLD,Home,Gabba,Brisbane,July,2023-07-08 13:45,116,35,1,W
West Coast,Brisbane Lions,2023,WA,Away,Gabba,Brisbane,July,2023-07-08 13:45,35,116,0,L
Greater Western Sydney,Hawthorn,2023,NSW,Home,Sydney Showground,Sydney,July,2023-07-08 16:35,85,72,1,W
Hawthorn,Greater Western Sydney,2023,VIC,Away,Sydney Showground,Sydney,July,2023-07-08 16:35,72,85,0,L
St Kilda,Melbourne,2023,VIC,Home,Docklands,Melbourne,July,2023-07-08 19:25,58,79,0,L
Melbourne,St Kilda,2023,VIC,Away,Docklands,Melbourne,July,2023-07-08 19:25,79,58,1,W
Port Adelaide,Gold Coast,2023,SA,Home,Adelaide Oval,Adelaide,July,2023-07-08 19:10,106,73,1,W
Gold Coast,Port Adelaide,2023,QLD,Away,Adelaide Oval,Adelaide,July,2023-07-08 19:10,73,106,0,L
Geelong,North Melbourne,2023,VIC,Home,Kardinia Park,Geelong,July,2023-07-09 13:10,125,63,1,W
North Melbourne,Geelong,2023,VIC,Away,Kardinia Park,Geelong,July,2023-07-09 13:10,63,125,0,L
Essendon,Adelaide,2023,VIC,Home,Docklands,Melbourne,July,2023-07-09 15:20,115,97,1,W
Adelaide,Essendon,2023,SA,Away,Docklands,Melbourne,July,2023-07-09 15:20,97,115,0,L
Fremantle,Carlton,2023,WA,Home,Perth Stadium,Perth,July,2023-07-09 14:40,45,98,0,L
Carlton,Fremantle,2023,VIC,Away,Perth Stadium,Perth,July,2023-07-09 14:40,98,45,1,W
Sydney,Western Bulldogs,2023,NSW,Home,S.C.G.,Sydney,July,2023-07-13 19:20,78,76,1,W
Western Bulldogs,Sydney,2023,VIC,Away,S.C.G.,Sydney,July,2023-07-13 19:20,76,78,0,L
Melbourne,Brisbane Lions,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-14 19:50,105,104,1,W
Brisbane Lions,Melbourne,2023,QLD,Away,M.C.G.,Melbourne,July,2023-07-14 19:50,104,105,0,L
Collingwood,Fremantle,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-15 13:45,113,67,1,W
Fremantle,Collingwood,2023,WA,Away,M.C.G.,Melbourne,July,2023-07-15 13:45,67,113,0,L
Gold Coast,St Kilda,2023,QLD,Home,Carrara,Gold Coast,July,2023-07-15 14:10,77,51,1,W
St Kilda,Gold Coast,2023,VIC,Away,Carrara,Gold Coast,July,2023-07-15 14:10,51,77,0,L
Carlton,Port Adelaide,2023,VIC,Home,Docklands,Melbourne,July,2023-07-15 16:35,122,72,1,W
Port Adelaide,Carlton,2023,SA,Away,Docklands,Melbourne,July,2023-07-15 16:35,72,122,0,L
Geelong,Essendon,2023,VIC,Home,Kardinia Park,Geelong,July,2023-07-15 19:25,122,45,1,W
Essendon,Geelong,2023,VIC,Away,Kardinia Park,Geelong,July,2023-07-15 19:25,45,122,0,L
Adelaide,Greater Western Sydney,2023,SA,Home,Adelaide Oval,Adelaide,July,2023-07-15 19:10,57,71,0,L
Greater Western Sydney,Adelaide,2023,NSW,Away,Adelaide Oval,Adelaide,July,2023-07-15 19:10,71,57,1,W
North Melbourne,Hawthorn,2023,VIC,Home,Docklands,Melbourne,July,2023-07-16 13:10,40,88,0,L
Hawthorn,North Melbourne,2023,VIC,Away,Docklands,Melbourne,July,2023-07-16 13:10,88,40,1,W
West Coast,Richmond,2023,WA,Home,Perth Stadium,Perth,July,2023-07-16 14:40,60,98,0,L
Richmond,West Coast,2023,VIC,Away,Perth Stadium,Perth,July,2023-07-16 14:40,98,60,1,W
Essendon,Western Bulldogs,2023,VIC,Home,Docklands,Melbourne,July,2023-07-21 19:50,49,90,0,L
Western Bulldogs,Essendon,2023,VIC,Away,Docklands,Melbourne,July,2023-07-21 19:50,90,49,1,W
Richmond,Hawthorn,2023,VIC,Home,M.C.G.,Melbourne,July,2023-07-22 13:45,96,95,1,W
Hawthorn,Richmond,2023,VIC,Away,M.C.G.,Melbourne,July,2023-07-22 13:45,95,96,0,L
Carlton,West Coast,2023,VIC,Home,Docklands,Melbourne,July,2023-07-22 14:10,140,69,1,W
West Coast,Carlton,2023,WA,Away,Docklands,Melbourne,July,2023-07-22 14:10,69,140,0,L
